split,comparison,seed,metric,observed_difference,ci95_low,ci95_high,bootstrap_unit,replicates,bootstrap_seed,interval
random,B+C minus C,3,r2,0.1359569325670682,0.05033698033719913,0.21483937039152898,unique peptide sequence,2000,20260720,percentile
random,B+C minus C,3,rmse,-0.09424228999715922,-0.1514841656784913,-0.03501638643635511,unique peptide sequence,2000,20260720,percentile
random,B+C minus C,3,mae,-0.06738442878313322,-0.10610534069360325,-0.030986900409601326,unique peptide sequence,2000,20260720,percentile
random,B+C minus C,3,spearman,0.12393103769617064,0.07493815651356142,0.16466018960778506,unique peptide sequence,2000,20260720,percentile
random,B+C minus C,2,r2,0.11606100971056188,0.05130455246350869,0.18121767085072776,unique peptide sequence,2000,20260719,percentile
random,B+C minus C,2,rmse,-0.08136378309965187,-0.12885671837588072,-0.03514922740978989,unique peptide sequence,2000,20260719,percentile
random,B+C minus C,2,mae,-0.06110312766005832,-0.09612295712803554,-0.03234778761747047,unique peptide sequence,2000,20260719,percentile
random,B+C minus C,2,spearman,0.11146098040621488,0.07414401801140101,0.15002714128233363,unique peptide sequence,2000,20260719,percentile
random,B+C minus C,4,r2,0.07399215912842805,-0.031020432096139396,0.1653064689207285,unique peptide sequence,2000,20260721,percentile
random,B+C minus C,4,rmse,-0.050756363166687635,-0.11881877538758641,0.021267578556847556,unique peptide sequence,2000,20260721,percentile
random,B+C minus C,4,mae,-0.04031780991901179,-0.08826399624151919,0.0018718664113720536,unique peptide sequence,2000,20260721,percentile
random,B+C minus C,4,spearman,0.10313900470608095,0.05154823245242868,0.15449361537506173,unique peptide sequence,2000,20260721,percentile
sequence_cluster,A+B minus A,4,r2,0.04219680040018592,-0.029168996203516886,0.13988027858431748,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B minus A,4,rmse,-0.026363294448719876,-0.07417679901321436,0.023042049295482103,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B minus A,4,mae,-0.011430907274846192,-0.06799965170911842,0.011452490519260517,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B minus A,4,spearman,0.03853895269555252,-0.01982258781777391,0.08519164598508026,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B minus A+B+C,0,r2,0.0677920924358032,-0.1961982619895631,0.14514067801955793,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B minus A+B+C,0,rmse,-0.04124249291727078,-0.08401653802161811,0.17797692366515538,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B minus A+B+C,0,mae,-0.017982442352210137,-0.05345327734809539,0.12406523781408921,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B minus A+B+C,0,spearman,0.0750511733349909,-0.07481387549422895,0.13307203614740795,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B minus A+B+C,1,r2,0.03515040183273277,-0.03646148163152313,0.07704116321629904,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B minus A+B+C,1,rmse,-0.02233390922628209,-0.05218786733950957,0.030376027753511513,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B minus A+B+C,1,mae,-0.029724296130525074,-0.047000467166724125,0.009304838871757534,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B minus A+B+C,1,spearman,0.03846545667971224,0.002030746932481889,0.05627248686279591,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B minus A+B+C,2,r2,-0.009443220215141213,-0.13220743862716025,0.028017830317282687,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B minus A+B+C,2,rmse,0.005963042255516693,-0.016976778092797806,0.10748274833997457,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B minus A+B+C,2,mae,0.025788212384421194,-0.0007943008302503892,0.07616856050318543,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B minus A+B+C,2,spearman,0.02780443303686775,-0.05858951625953209,0.06552405303247083,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B minus A+B+C,3,r2,-0.026092101059696615,-0.0684982568779951,0.037184935883160394,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B minus A+B+C,3,rmse,0.01653076713550916,-0.026559568154989114,0.05449599492758276,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B minus A+B+C,3,mae,-0.00886960888132382,-0.0331119936959701,0.04454098425352454,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B minus A+B+C,3,spearman,-0.02714071854276967,-0.07130567723267474,0.016032193787516847,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B minus A+B+C,4,r2,0.04007618637149002,-0.16603591662666506,0.10331312324095221,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B minus A+B+C,4,rmse,-0.025056061848738764,-0.0618874994654592,0.14820194386264818,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B minus A+B+C,4,mae,-0.022318953007842368,-0.06295203743038023,0.11644995171981383,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B minus A+B+C,4,spearman,0.04626775686321938,-0.07129320739313527,0.10329935657726678,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B+C minus A,0,r2,-0.044966046513379765,-0.11702886434876186,0.2024820977150591,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C minus A,0,rmse,0.027154992177713333,-0.1638498745068877,0.06739424596911889,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C minus A,0,mae,-0.026173653458886892,-0.15960263447728032,0.006310786401313578,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C minus A,0,spearman,-0.07887855197762961,-0.1425904614333441,0.11705193842969916,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+B+C minus A,1,r2,0.0145774173090788,-0.011494228866492071,0.08693926474942207,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B+C minus A,1,rmse,-0.009105224473098916,-0.06349394112321834,0.007118633768766167,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B+C minus A,1,mae,-0.007500906501896609,-0.06546868395606817,0.013117975024950213,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B+C minus A,1,spearman,-5.934429282072884e-05,-0.026346266041226994,0.05523190355531193,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+B+C minus A,2,r2,0.0250744053874421,-0.01948231079401865,0.20559939303166944,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B+C minus A,2,rmse,-0.015749544037922503,-0.13509634906949497,0.01177820707905811,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B+C minus A,2,mae,-0.03741491569463107,-0.12840630407740602,-0.008569672945821685,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B+C minus A,2,spearman,-0.018305060702376474,-0.07852195063537319,0.12115365634831966,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+B+C minus A,3,r2,0.04258661721490786,0.01771100528901163,0.15351960220929078,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B+C minus A,3,rmse,-0.026829833229581324,-0.09980351973737568,-0.01095470651572257,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B+C minus A,3,mae,-0.016666601676745052,-0.09351969864843435,0.007947547479708899,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B+C minus A,3,spearman,0.025168606534173965,-0.00991684159451422,0.09920879133600696,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+B+C minus A,4,r2,0.0021206140286958997,-0.05772504902026877,0.23206852063943967,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B+C minus A,4,rmse,-0.0013072325999811119,-0.15368576114526322,0.034494032971636036,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B+C minus A,4,mae,0.010888045732996177,-0.14211372191768817,0.0634601722542236,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+B+C minus A,4,spearman,-0.007728804167666858,-0.06760810755136601,0.12841791183844342,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+C minus A,0,r2,0.026398772114260338,-0.03678375768207281,0.1397063495473134,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C minus A,0,rmse,-0.01631180033316093,-0.07943554112597942,0.02498524318759868,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C minus A,0,mae,-0.0361010768234904,-0.11714648836507394,0.001584878373793808,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C minus A,0,spearman,-0.016702238765495148,-0.06792779745125964,0.08663414835138271,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,A+C minus A,1,r2,0.030730706865903623,-0.024169765621351817,0.08309970359917668,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+C minus A,1,rmse,-0.01930085061362008,-0.0499333998923497,0.0173101753636247,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+C minus A,1,mae,0.00020010912952483917,-0.06762786873692747,0.021121291369272585,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+C minus A,1,spearman,0.02861839299847002,-0.014516216035160815,0.10020927763673247,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,A+C minus A,2,r2,-0.13124003756920755,-0.21275938409026135,0.18145949371378398,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+C minus A,2,rmse,0.078428939198951,-0.1095150182692621,0.12295358320026321,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+C minus A,2,mae,-0.008731623673612021,-0.11662678680701916,0.025121799218098838,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+C minus A,2,spearman,-0.10286540753495665,-0.2217689640193619,0.11146056981312694,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,A+C minus A,4,r2,-0.05839194696839789,-0.1419015150556872,0.12383476056039545,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+C minus A,4,rmse,0.035307310586640495,-0.08687091408945449,0.08326919400920853,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+C minus A,4,mae,0.001519711176642069,-0.08315386916794913,0.04523329001234873,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+C minus A,4,spearman,-0.08618923066462858,-0.1671382203294268,0.0713576380020949,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,A+C minus A,3,r2,0.011465871105911019,-0.007180645052802284,0.09638577170853098,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+C minus A,3,rmse,-0.00714707243610313,-0.055300678593753386,0.004442960607981663,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+C minus A,3,mae,0.0029053341750792105,-0.052835630465097254,0.022128286597190273,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,A+C minus A,3,spearman,0.018565175138766543,-0.005162320679184268,0.06470383474243281,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus B,0,r2,-0.04753290673647137,-0.11378250311198158,0.18794553373854628,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus B,0,rmse,0.027237205267482856,-0.14851648031546816,0.06246017568292338,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus B,0,mae,0.002991690963808802,-0.13529737699758132,0.036199299600300244,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus B,0,spearman,0.04345997919795003,-0.015533043997842551,0.13039098356829232,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus B,1,r2,-0.12677498166966383,-0.20769975372330265,0.15844329143000246,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,1,rmse,0.07143755739890645,-0.12459689168240552,0.11067010145286552,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,1,mae,0.04009391648992766,-0.12181589682301278,0.07939836311516593,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,1,spearman,0.0408457083062409,-0.017753763874275026,0.15345555033706146,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus B,2,r2,0.006097753824247598,-0.03469233990561146,0.07899613883550985,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,2,rmse,-0.0035182084821909765,-0.061867662098271194,0.019639110919961886,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,2,mae,-0.0033031364493369963,-0.04489933117114472,0.018874638309014816,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,2,spearman,0.008238101995932001,-0.03149895649434088,0.08781946927272792,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus B,4,r2,-0.04005516854181046,-0.09607805413169133,0.17137185193435905,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,4,rmse,0.02304106008212703,-0.12499759713533988,0.05212574769798417,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,4,mae,0.0030560632928289255,-0.11550802039584847,0.030583012542504916,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,4,spearman,0.06961887187455068,0.004905256300183259,0.21032456307302158,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus B,3,r2,0.010164805991775827,-0.025142396327490775,0.14669227509100377,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus B,3,rmse,-0.005955640999478207,-0.09142153257626476,0.014256418453308507,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus B,3,mae,-0.017731622485514742,-0.0910792578933576,0.00719842638723994,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus B,3,spearman,0.07126044232184187,0.021907152416955608,0.16626610498467215,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,0,r2,-0.013229277741513834,-0.05594161703623659,0.17771391272544687,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,0,rmse,0.007507352572989401,-0.12504291783083704,0.029426182206345044,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,0,mae,-0.01214066974749406,-0.1286116692686086,0.02830431229210729,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,0,spearman,0.02147624798628639,-0.04462406588229544,0.12602641046118068,held-out 70% sequence cluster,2000,20260717,percentile
sequence_cluster,B+C minus C,1,r2,-0.05963237582463243,-0.10990331831462978,0.16319587135736896,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,1,rmse,0.03298586139478621,-0.11432946509351263,0.056181576057794724,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,1,mae,-0.0283407746331501,-0.1296912468011359,0.021540182970453518,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,1,spearman,0.013474088779247939,-0.074046831643588,0.14422648753596334,held-out 70% sequence cluster,2000,20260718,percentile
sequence_cluster,B+C minus C,2,r2,0.04655539696925848,0.023394583327964392,0.19082330505806205,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,2,rmse,-0.026556284812800257,-0.11683968807994441,-0.012695973884406976,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,2,mae,-0.06657895095422772,-0.10936863778648875,-0.022419790928792354,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,2,spearman,0.008622601478489478,-0.058218895579552746,0.14420017428426482,held-out 70% sequence cluster,2000,20260719,percentile
sequence_cluster,B+C minus C,3,r2,0.11904652686858419,0.07497396698193448,0.1798015247452573,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,3,rmse,-0.06764022746233522,-0.11504822073844995,-0.052631591623086636,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,3,mae,-0.056250260367396,-0.10838411815172887,-0.03896085963666795,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,3,spearman,0.06859936794206833,0.03656962211632906,0.12740972235717074,held-out 70% sequence cluster,2000,20260720,percentile
sequence_cluster,B+C minus C,4,r2,-0.004021536003751214,-0.038468953708358185,0.1646830330794019,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus C,4,rmse,0.0022897288834120566,-0.11507636505547296,0.02057493243396033,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus C,4,mae,-0.021673528717080615,-0.11766306867254503,0.013577675688984162,held-out 70% sequence cluster,2000,20260721,percentile
sequence_cluster,B+C minus C,4,spearman,0.01758895047010617,-0.039902804725214444,0.12613828952867429,held-out 70% sequence cluster,2000,20260721,percentile
